Key,Publication Year,Author,Title,DOI,Url,Date,File Attachments,pdf location,filename,txt location,txtname,paper abstract
G25BDEY3,2011,"Zhou, Lu; Ercolano, Emanuela; Ammoun, Sylwia; Schmid, M. Caroline; Barczyk, Magdalena A.; Hanemann, Clemens Oliver",Merlin-Deficient Human Tumors Show Loss of Contact Inhibition and Activation of Wnt/?-Catenin Signaling Linked to the PDGFR/Src and Rac/PAK Pathways,10.1593/neo.111060,http://linkinghub.elsevier.com/retrieve/pii/S1476558611800977,2011-12,C:\Users\cliu\Zotero\storage\JMG76LKK\Zhou et al. - 2011 - Merlin-Deficient Human Tumors Show Loss of Contact.pdf,grants-analysis-data\papers\pdf\10.1593_neo.111060.pdf,10.1593_neo.111060.pdf,grants-analysis-data\papers\txt\10.1593_neo.111060.txt,10.1593_neo.111060.txt,"Neurofibromatosis type 2 (NF2) is an inherited predisposition cancer syndrome characterized by the development of multiple benign tumors in the nervous system including schwannomas, meningiomas, and ependymomas. Using a disease model comprising primary human schwannoma cells, we previously demonstrated that adherens junctions (AJs) are impaired in schwannoma cells because of a ubiquitous, upregulated Rac activity. However, the mechanism by which loss of contact inhibition leads to proliferation remains obscure in merlin-deficient tumors. In this study, we show that proliferative Wnt/?-catenin signaling is elevated as active ?-catenin (dephosphorylated at serine 37 and threoine 41) localizes to the nucleus and the Wnt targets genes c-myc and cyclin D1 are upregulated in confluent human schwannoma cells. We demonstrate that Rac effector p21-activated kinase 2 (PAK2) is essential for the activation of Wnt/?-catenin signaling because depletion of PAK2 suppressed active ?-catenin, c-myc, and cyclin D1. Most importantly, the link between the loss of the AJ complex and the increased proliferation in human schwannoma cells is connected by Src and platelet-derived growth factor receptor–induced tyrosine 654 phosphorylation on ?-catenin and associated with degradation of N-cadherin. We also demonstrate that active merlin maintains ?-catenin and N-cadherin complex at the plasma membrane through direct regulation. Finally, we demonstrate that phosphorylation of tyrosine 654 is critical for the increased proliferation in human schwannoma cells because overexpression of a Y654F mutant ?-catenin reduces hyperproliferation of schwannoma cells. We suggest a model that these pathways are coordinated and relevant for proliferation in merlin-deficient tumors."
DD9YQUDV,2010,"Shilyansky, C.; Lee, Y.S.; Silva, A.J.",Molecular and Cellular Mechanisms of Learning Disabilities: A Focus on NF1,10.1146/annurev-neuro-060909-153215,http://www.annualreviews.org/doi/10.1146/annurev-neuro-060909-153215,2010-06,C:\Users\cliu\Zotero\storage\3GBUH8LZ\Shilyansky et al. - 2010 - Molecular and Cellular Mechanisms of Learning Disa.pdf; C:\Users\cliu\Zotero\storage\54FVG9YP\Shilyansky et al. - 2010 - Molecular and Cellular Mechanisms of Learning Disa.pdf,grants-analysis-data\papers\pdf\10.1146_annurev-neuro-060909-153215.pdf,10.1146_annurev-neuro-060909-153215.pdf,grants-analysis-data\papers\txt\10.1146_annurev-neuro-060909-153215.txt,10.1146_annurev-neuro-060909-153215.txt,"Neurofibromatosis Type I (NF1) is a single-gene disorder characterized by a high incidence of complex cognitive symptoms, including learning disabilities, attention deficit disorder, executive function deficits, and motor coordination problems. Since the underlying genetic cause of this disorder is known, study of NF1 from a molecular, cellular, and systems perspective has provided mechanistic insights into the etiology of higher-order cognitive symptoms associated with the disease. In particular, studies of animal models of NF1 indicated that disruption of Ras regulation of inhibitory networks is critical to the etiology of cognitive deficits associated with NF1. Animal models of Nf1 identified mechanisms and pathways that are required for cognition, and represent an important complement to the complex neuropsychological literature on learning disabilities associated with this condition. Here, we review findings from NF1 animal models and human populations affected by NF1, highlighting areas of potential translation and discussing the implications and limitations of generalizing findings from this single-gene disease to idiopathic learning disabilities."
UECLKN75,2015,"de la Croix Ndong, Jean; Stevens, David M; Vignaux, Guillaume; Uppuganti, Sasidhar; Perrien, Daniel S; Yang, Xiangli; Nyman, Jeffry S; Harth, Eva; Elefteriou, Florent",Combined MEK Inhibition and BMP2 Treatment Promotes Osteoblast Differentiation and Bone Healing in <i>Nf1</i> <sub>Osx</sub> <sup>?/?</sup> Mice: RAS/ERK SIGNALING IN OSTEOPROGENITORS,10.1002/jbmr.2316,http://doi.wiley.com/10.1002/jbmr.2316,2015-01,C:\Users\cliu\Zotero\storage\CR3FICKJ\de la Croix Ndong et al. - 2015 - Combined MEK Inhibition and BMP2 Treatment Promote.pdf; C:\Users\cliu\Zotero\storage\B5D6LHPL\de la Croix Ndong et al. - 2015 - Combined MEK Inhibition and BMP2 Treatment Promote.pdf,grants-analysis-data\papers\pdf\10.1002_jbmr.2316.pdf,10.1002_jbmr.2316.pdf,grants-analysis-data\papers\txt\10.1002_jbmr.2316.txt,10.1002_jbmr.2316.txt,"Neuroﬁbromatosis type I (NF1) is an autosomal dominant disease with an incidence of 1/3000, caused by mutations in the NF1 gene, which encodes the RAS/GTPase?activating protein neuroﬁbromin. Non?bone union after fracture (pseudarthrosis) in children with NF1 remains a challenging orthopedic condition to treat. Recent progress in understanding the biology of neuroﬁbromin suggested that NF1 pseudarthrosis stems primarily from defects in the bone mesenchymal lineage and hypersensitivity of hematopoietic cells to TGFb. However, clinically relevant pharmacological approaches to augment bone union in these patients remain limited. In this study, we report the generation of a novel conditional mutant mouse line used to model NF1 pseudoarthrosis, in which Nf1 can be ablated in an inducible fashion in osteoprogenitors of postnatal mice, thus circumventing the dwarﬁsm associated with previous mouse models where Nf1 is ablated in embryonic mesenchymal cell lineages. An ex vivo–based cell culture approach based on the use of Nf1ﬂox/ﬂox bone marrow stromal cells showed that loss of Nf1 impairs osteoprogenitor cell differentiation in a cell?autonomous manner, independent of developmental growth plate–derived or paracrine/hormonal inﬂuences. In addition, in vitro gene expression and differentiation assays indicated that chronic ERK activation in Nf1?deﬁcient osteoprogenitors blunts the pro?osteogenic property of BMP2, based on the observation that only combination treatment with BMP2 and MEK inhibition promoted the differentiation of Nf1?deﬁcient osteoprogenitors. The in vivo preclinical relevance of these ﬁndings was conﬁrmed by the improved bone healing and callus strength observed in Nf1osxÀ/À mice receiving Trametinib (a MEK inhibitor) and BMP2 released locally at the fracture site via a novel nanoparticle and polyglycidol?based delivery method. Collectively, these results provide novel evidence for a cell?autonomous role of neuroﬁbromin in osteoprogenitor cells and insights about a novel targeted approach for the treatment of NF1 pseudoarthrosis. © 2014 American Society for Bone and Mineral Research."
RXQCQ7DW,2014,"Kühnisch, Jirko; Seto, Jong; Lange, Claudia; Stumpp, Sabine; Kobus, Karolina; Grohmann, Julia; Elefteriou, Florent; Fratzl, Peter; Mundlos, Stefan; Kolanczyk, Mateusz",Neurofibromin inactivation impairs osteocyte development in Nf1Prx1 and Nf1Col1 mouse models,10.1016/j.bone.2014.06.012,http://linkinghub.elsevier.com/retrieve/pii/S875632821400221X,2014-09,C:\Users\cliu\Zotero\storage\K2EMIJ9M\Kühnisch et al. - 2014 - Neurofibromin inactivation impairs osteocyte devel.pdf,grants-analysis-data\papers\pdf\10.1016_j.bone.2014.06.012.pdf,10.1016_j.bone.2014.06.012.pdf,grants-analysis-data\papers\txt\10.1016_j.bone.2014.06.012.txt,10.1016_j.bone.2014.06.012.txt,"Neuroﬁbromin has been identiﬁed as a critical regulator of osteoblast differentiation. Osteoblast speciﬁc inactivation of neuroﬁbromin in mice results in a high bone mass phenotype and hyperosteoidosis. Here, we show that inactivation of the Nf1 gene also impairs osteocyte development. We analyzed cortical bone tissue in two conditional mouse models, Nf1Prx1 and Nf1Col1, for morphological and molecular effects. Backscattered electron microscopy revealed signiﬁcantly enlarged osteocyte lacunae in Nf1Prx1 and Nf1Col1 mice (level E2: ctrl = 1.90 ± 0.52%, Nf1Prx1 = 3.40 ± 0.95%; ctrl 1.60 ± 0.47%, Nf1Col1 2.46 ± 0.91%). Moreover, the osteocyte lacunae appeared misshaped in Nf1Prx1 and Nf1Col1 mice as indicated by increased Feret ratios. Strongest osteocyte and dendritic network disorganization was observed in proximity of muscle attachment sites in Nf1Prx1 humeri. In contrast to control cells, Nf1Prx1 osteocytes contained abundant cytosolic vacuoles and accumulated immature organic matrix within the perilacunar space, a phenotype reminiscent of the hyperosteoidosis shown Nf1 deﬁcient mice. Cortical bone lysates further revealed approx. twofold upregulated MAPK signalling in osteocytes of Nf1Prx1 mice. This was associated with transcriptional downregulation of collagens and genes involved in mechanical sensing in Nf1Prx1 and Nf1Col1 bone tissue. In contrast, matrix gla protein (MGP), phosphate regulating endopeptidase homolog, X-linked (PHEX), and genes involved in lipid metabolism were upregulated. In line with previously described hyperactivation of Nf1 deﬁcient osteoblasts, systemic plasma levels of the bone formation markers osteocalcin (OCN) and procollagen typ I N-propeptide (PINP) were approx. twofold increased in Nf1Prx1 mice. Histochemical and molecular analysis ascertained that osteocytes in Nf1Prx1 cortical bone were viable and did not undergo apoptosis or autophagy. We conclude that loss of neuroﬁbromin is not only critical for osteoblasts but also hinders normal osteocyte development. These ﬁndings expand the effect of neuroﬁbromin onto yet another cell type where it is likely involved in the regulation of mechanical sensing, bone matrix composition and mechanical resistance of bone tissue."
LBHPF4IK,2012,"Farkash, Efrat Mashiach; Rak, Roni; Elad-Sfadia, Galit; Haklai, Roni; Carmeli, Shmuel; Kloog, Yoel; Wolfson, Haim",Computer-Based Identification of a Novel LIMK1/2 Inhibitor that Synergizes with Salirasib to Destabilize the Actin Cytoskeleton,10.18632/oncotarget.525,http://www.oncotarget.com/fulltext/525,6/3/2012,C:\Users\cliu\Zotero\storage\336YDI7Y\Farkash et al. - 2012 - Computer-Based Identification of a Novel LIMK12 I.pdf,grants-analysis-data\papers\pdf\10.18632_oncotarget.525.pdf,10.18632_oncotarget.525.pdf,grants-analysis-data\papers\txt\10.18632_oncotarget.525.txt,10.18632_oncotarget.525.txt,"Neurofibromin regulates cell motility via three distinct GTPase pathways acting through two different domains, the Ras GTPase-activating protein-related domain (GRD) and the pre-GRD domain. First, the GRD domain inhibits Ras-dependent changes in cell motility through the mitogen activated protein cascade. Second, it also regulates Rho-dependent (Ras-independent) changes by activating LIM kinase 2 (LIMK2), an enzyme that phosphorylates and inactivates cofilin (an actin-depolymerizing factor). Third, the pre-GRD domain acts through the Rac1 GTPase, that activate the P21 activated kinase 1 (PAK1)-LIMK1-cofilin pathway. We employed molecular modeling to identify a novel inhibitor of LIMK1/2. The active sites of an ephrin-A receptor (EphA3) and LIMK2 showed marked similarity (60%). On testing a known inhibitor of EphA3, we found that it fits to the LIMK1/2-ATP binding site and to the latter’s substrate-binding pockets. We identified a similar compound, T56-LIMKi, and found that it inhibits LIMK1/2 kinase activities. It blocked the phosphorylation of cofilin which led to actin severance and inhibition of tumor cell migration, tumor cell growth, and anchorage-independent colony formation in soft agar. Because modulation of LIMK by neurofibromin is not affected by the Ras inhibitor Salirasib, we examined the combined effect of Salirasib and T56-LIMKi each of which can affect cell motility by a distinct pathway. We found that their combined action on cell proliferation and stressfiber formation in neurofibromin-deficient cells was synergistic. We suggest that this drug combination may be developed for treatment of neurofibromatosis and cancer."
IDRN8U76,2011,"Barkan, B.; Kloog, Y.; Ehrlich, M.",Phenotypic Reversion of Invasive Neurofibromin-Deficient Schwannoma by FTS: Ras Inhibition Reduces BMP4/Erk/Smad Signaling,10.1158/1535-7163.MCT-10-1087,http://mct.aacrjournals.org/cgi/doi/10.1158/1535-7163.MCT-10-1087,8/1/2011,C:\Users\cliu\Zotero\storage\MB84LLVZ\Barkan et al. - 2011 - Phenotypic Reversion of Invasive Neurofibromin-Def.pdf,grants-analysis-data\papers\pdf\10.1158_1535-7163.MCT-10-1087.pdf,10.1158_1535-7163.MCT-10-1087.pdf,grants-analysis-data\papers\txt\10.1158_1535-7163.MCT-10-1087.txt,10.1158_1535-7163.MCT-10-1087.txt,"Neurofibromin-deficient (Nf1À/–) malignant peripheral nerve sheath tumors (MPNST) are highly invasive, refractory to chemotherapy, and characterized by overactivated Ras. Ras activates mitogenic pathways and regulates morphogenic programs—such as those induced by bone morphogenetic proteins (BMP) and TGF-b. The role of such a cross-talk in determining the phenotype and transformation potential of MPNSTs is unknown. Here, we used MPNST cell lines and selective Ras inhibition with S-trans,trans-farnesylthiosalicylic-acid (FTS; salirasib) in conjunction with specific inhibitors of TGF-b and BMP signaling. FTS perturbed signaling of BMP4 and TGF-b1 to Smad-dependent and Erk-dependent pathways. Furthermore, FTS inhibited motility and spreading, reduced the gelatinase secretion, eliminated the expression and activation of regulators of cell–matrix interaction, and altered gene expression. These phenomena are indicative of a phenotypic reversion of NF1-defficient cells by FTS. Inhibition of BMP4 and TGF-b by noggin and SB-431542, respectively, mimicked the FTS-mediated effects on adhesion, spreading, and cell morphology. This strongly suggests that a cross-talk among TGF-b superfamily ligands and Ras plays a significant role in the transformation of NF1À/– MPNSTs. Our results support the therapeutic potential of FTS, in conjuncture with BMP and TGF-b pathway inhibitors, toward the inhibition of mitogenic and morphogenic signaling pathways and the alleviation of NF1 symptoms. Mol Cancer Ther; 10(8); 1317–26. ’2011 AACR."
LWNY898H,2014,"Malone, C. F.; Fromm, J. A.; Maertens, O.; DeRaedt, T.; Ingraham, R.; Cichowski, K.",Defining Key Signaling Nodes and Therapeutic Biomarkers in NF1-Mutant Cancers,10.1158/2159-8290.CD-14-0159,http://cancerdiscovery.aacrjournals.org/cgi/doi/10.1158/2159-8290.CD-14-0159,9/1/2014,C:\Users\cliu\Zotero\storage\G4TNXPHN\Malone et al. - 2014 - Defining Key Signaling Nodes and Therapeutic Bioma.pdf,grants-analysis-data\papers\pdf\10.1158_2159-8290.CD-14-0159.pdf,10.1158_2159-8290.CD-14-0159.pdf,grants-analysis-data\papers\txt\10.1158_2159-8290.CD-14-0159.txt,10.1158_2159-8290.CD-14-0159.txt,"NF1 encodes a RAS GTPase-activating protein. Accordingly, aberrant RAS activation underlies the pathogenesis of NF1-mutant cancers. Nevertheless, it is unclear which RAS pathway components represent optimal therapeutic targets. Here, we identify mTORC1 as the key PI3K effector in NF1-mutant nervous system malignancies and conversely show that mTORC2 and AKT are dispensable. However, we find that tumor regression requires sustained inhibition of both mTORC1 and MEK. Transcriptional profiling studies were therefore used to establish a signature of effective mTORC1–MEK inhibition in vivo. We unexpectedly found that the glucose transporter GLUT1 was potently suppressed, but only when both pathways were inhibited. Moreover, unlike VHL- and LKB1-mutant cancers, reduction of 18F-FDG uptake required the suppression of both mTORC1 and MEK. Together, these studies identify optimal and suboptimal therapeutic targets in NF1-mutant malignancies and define a noninvasive means of measuring combined mTORC1–MEK inhibition in vivo, which can be readily incorporated into clinical trials."
XE9IFUUL,2015,"Kolberg, Matthias; Høland, Maren; Lind, Guro E.; Ågesen, Trude H.; Skotheim, Rolf I.; Sundby Hall, Kirsten; Mandahl, Nils; Smeland, Sigbjørn; Mertens, Fredrik; Davidson, Ben; Lothe, Ragnhild A.","Protein expression of BIRC5, TK1, and TOP2A in malignant peripheral nerve sheath tumours - A prognostic test after surgical resection",10.1016/j.molonc.2015.02.005,http://doi.wiley.com/10.1016/j.molonc.2015.02.005,2015-06,"C:\Users\cliu\Zotero\storage\B2UVGKZC\Kolberg et al. - 2015 - Protein expression of BIRC5, TK1, and TOP2A in mal.pdf",grants-analysis-data\papers\pdf\10.1016_j.molonc.2015.02.005.pdf,10.1016_j.molonc.2015.02.005.pdf,grants-analysis-data\papers\txt\10.1016_j.molonc.2015.02.005.txt,10.1016_j.molonc.2015.02.005.txt,"No consensus treatment regime exists beyond surgery for malignant peripheral nerve sheath tumours (MPNST), and the purpose of the present study was to ﬁnd new approaches to stratify patients with good and poor prognosis and to better guide therapeutic intervention for this aggressive soft tissue cancer."
PQKFI5UD,2012,"Ferrero, Giovanni Battista; Picco, Gabriele; Baldassarre, Giuseppina; Flex, Elisabetta; Isella, Claudio; Cantarella, Daniela; Corà, Davide; Chiesa, Nicoletta; Crescenzio, Nicoletta; Timeus, Fabio; Merla, Giuseppe; Mazzanti, Laura; Zampino, Giuseppe; Rossi, Cesare; Silengo, Margherita; Tartaglia, Marco; Medico, Enzo",Transcriptional hallmarks of noonan syndrome and noonan-like syndrome with loose anagen hair,10.1002/humu.22026,http://doi.wiley.com/10.1002/humu.22026,2012-04,C:\Users\cliu\Zotero\storage\D4U5HGI3\Ferrero et al. - 2012 - Transcriptional hallmarks of noonan syndrome and n.pdf; C:\Users\cliu\Zotero\storage\7BAVG7W9\Ferrero et al. - 2012 - Transcriptional hallmarks of noonan syndrome and n.pdf,grants-analysis-data\papers\pdf\10.1002_humu.22026.pdf,10.1002_humu.22026.pdf,grants-analysis-data\papers\txt\10.1002_humu.22026.txt,10.1002_humu.22026.txt,"Noonan syndrome (NS) is among the most common nonchromosomal disorders affecting development and growth. NS is genetically heterogeneous, being caused by germline mutations affecting various genes implicated in the RAS signaling network. This network transduces extracellular signals into intracellular biochemical and transcriptional responses controlling cell proliferation, differentiation, metabolism, and senescence. To explore the transcriptional consequences of NS-causing mutations, we performed global mRNA expression proﬁling on peripheral blood mononuclear cells obtained from 23 NS patients carrying heterozygous mutations in PTPN11 or SOS1. Gene expression proﬁling was also resolved in ﬁve subjects with Noonan-like syndrome with loose anagen hair (NS/LAH), a condition clinically related to NS and caused by an invariant mutation in SHOC2. Robust transcriptional signatures were found to speciﬁcally discriminate each of the three mutation groups from 21 ageand sex-matched controls. Despite the only partial overlap in terms of gene composition, the three signatures showed a notable concordance in terms of biological processes and regulatory circuits affected. These data establish expression proﬁling of peripheral blood mononuclear cells as a powerful tool to appreciate differential perturbations driven by germline mutations of transducers involved in RAS signaling and to dissect molecular mechanisms underlying NS and other RASopathies."
73QYKZ64,2012,"Ferrero, G B; Picco, G; Baldassarre, G; Flex, E; Isella, C; Cantarella, D; Corà, D; Chiesa, N",Transcriptional Hallmarks of Noonan Syndrome and Noonan-Like Syndrome with Loose Anagen Hair in Human Peripheral Blood Cells,10.1002/humu.22026,,,C:\Users\cliu\Zotero\storage\2FKSSNPG\Ferrero et al. - Transcriptional Hallmarks of Noonan Syndrome and N.pdf,grants-analysis-data\papers\pdf\10.1002_humu.22026.pdf,10.1002_humu.22026.pdf,grants-analysis-data\papers\txt\10.1002_humu.22026.txt,10.1002_humu.22026.txt,"Noonan syndrome (NS) is among the most common nonchromosomal disorders affecting development and growth. NS is genetically heterogeneous, being caused by germline mutations affecting various genes implicated in the RAS signaling network. This network transduces extracellular signals into intracellular biochemical and transcriptional responses controlling cell proliferation, differentiation, metabolism, and senescence. To explore the transcriptional consequences of NS-causing mutations, we performed global mRNA expression proﬁling on peripheral blood mononuclear cells obtained from 23 NS patients carrying heterozygous mutations in PTPN11 or SOS1. Gene expression proﬁling was also resolved in ﬁve subjects with Noonan-like syndrome with loose anagen hair (NS/LAH), a condition clinically related to NS and caused by an invariant mutation in SHOC2. Robust transcriptional signatures were found to speciﬁcally discriminate each of the three mutation groups from 21 ageand sex-matched controls. Despite the only partial overlap in terms of gene composition, the three signatures showed a notable concordance in terms of biological processes and regulatory circuits affected. These data establish expression proﬁling of peripheral blood mononuclear cells as a powerful tool to appreciate differential perturbations driven by germline mutations of transducers involved in RAS signaling and to dissect molecular mechanisms underlying NS and other RASopathies."
D5CV7LB9,2003,"Costa, Rui M; Honjo, Tasuku; Silva, Alcino J",Learning and Memory Deficits in Notch Mutant Mice,10.1016/S0960-9822(03)00492-5,http://linkinghub.elsevier.com/retrieve/pii/S0960982203004925,2003-08,C:\Users\cliu\Zotero\storage\IFEHTYGS\Costa et al. - 2003 - Learning and Memory Deficits in Notch Mutant Mice.pdf,grants-analysis-data\papers\pdf\10.1016_S0960-9822(03)00492-5.pdf,10.1016_S0960-9822(03)00492-5.pdf,grants-analysis-data\papers\txt\10.1016_S0960-9822(03)00492-5.txt,10.1016_S0960-9822(03)00492-5.txt,"Notch is a critical component of evolutionarily conserved signaling mechanisms that regulate development [1] and may contribute to plasticity-related processes, including changes in neurite structure [2] and maintenance of neural stem cells [3]. Deficits in the Notch pathway are responsible for Alagille [4] and Cadasil syndromes [5], which are associated with mental retardation and dementia. Additionally, in postmitotic neurons, Notch proteins interact with presenilins [6-9] and with ?-amyloid precursor protein [10] and could therefore have a role in the memory deficits associated with familial and sporadic Alzheimer’s disease. To test if alterations in Notch signaling can lead to learning and memory deficits, we studied mice with mutations in this pathway. Here, we show that null heterozygous mutations in Notch1 result in deficits in spatial learning and memory without affecting other forms of learning, motor control, or exploratory activity. We also show that null heterozygous mutations in the downstream cofactor RBP-J result in similarly specific spatial learning and memory deficits. These data indicate that a constitutive decrease in Notch signaling can result in specific learning and memory deficits and suggest that abnormalities in Notch-dependent transcription may contribute to the cognitive deficits associated with Alzheimer’s disease and Alagille and Cadasil syndromes."
DGYFPYJZ,2006,"Graf, Anna; Landolt, Markus A.; Mori, Andrea Capone; Boltshauser, Eugen",Quality of life and psychological adjustment in children and adolescents with neurofibromatosis type 1,10.1016/j.jpeds.2006.04.025,http://linkinghub.elsevier.com/retrieve/pii/S0022347606003428,2006-09,C:\Users\cliu\Zotero\storage\MC4CUMBM\Graf et al. - 2006 - Quality of life and psychological adjustment in ch.pdf,grants-analysis-data\papers\pdf\10.1016_j.jpeds.2006.04.025.pdf,10.1016_j.jpeds.2006.04.025.pdf,grants-analysis-data\papers\txt\10.1016_j.jpeds.2006.04.025.txt,10.1016_j.jpeds.2006.04.025.txt,"Objective To assess quality of life (QoL) and psychological adjustment in children and adolescents with neuroﬁbromatosis type 1 (NF1). Study design Forty-six patients with NF1 were investigated between the ages of 7 and 16 years (mean, 11.6 years), with children and parents used as informants. TNO-AZL Questionnaire for Children’s Health-Related Quality of Life and Child Behavior Checklist scores were compared with healthy reference groups. Predictive values of sociodemographic variables, illness-related variables, and family-related variables for quality of life and psychological adjustment were assessed. Results Most dimensions of QoL in NF1 children and adolescents were different from reference values. Deviations in the NF1 group were an impairment of motor, cognitive, and social functioning and a reduction of positive and negative emotions. Also, psychological adjustment in patients with NF1 was signiﬁcantly impaired compared with normal subjects. Illness-related variables had a negative impact on the emotional domain of QoL. Good family relationships positively affected both QoL and psychological adjustment. Conclusions QoL and psychological adjustment are impaired in children and adolescents with NF1. Illness-related variables and the quality of family relationships are important predictors. (J Pediatr 2006;149:348-53)"
X4ZVPNVP,2014,"Avery, Robert A.; Hwang, Eugene I.; Ishikawa, Hiroshi; Acosta, Maria T.; Hutcheson, Kelly A.; Santos, Domiciano; Zand, Dina J.; Kilburn, Lindsay B.; Rosenbaum, Kenneth N.; Rood, Brian R.; Schuman, Joel S.; Packer, Roger J.",Handheld Optical Coherence Tomography During Sedation in Young Children With Optic Pathway Gliomas,10.1001/jamaophthalmol.2013.7649,http://archopht.jamanetwork.com/article.aspx?doi=10.1001/jamaophthalmol.2013.7649,3/1/2014,C:\Users\cliu\Zotero\storage\YF3F7EUZ\Avery et al. - 2014 - Handheld Optical Coherence Tomography During Sedat.pdf,grants-analysis-data\papers\pdf\10.1001_jamaophthalmol.2013.7649.pdf,10.1001_jamaophthalmol.2013.7649.pdf,grants-analysis-data\papers\txt\10.1001_jamaophthalmol.2013.7649.txt,10.1001_jamaophthalmol.2013.7649.txt,"OBJECTIVE To determine whether measures of circumpapillary RNFL thickness, acquired with handheld OCT (HH-OCT) during sedation, can differentiate between young children with and without vision loss from OPGs. DESIGN, SETTING, AND PARTICIPANTS This cross-sectional analysis of a prospective observational study was conducted at a tertiary-care children’s hospital. Children with an OPG (sporadic or secondary to neurofibromatosis type 1) who were cooperative for visual acuity testing, but required sedation to complete magnetic resonance imaging, underwent HH-OCT imaging of the circumpapillary RNFL while sedated. MAIN OUTCOMES AND MEASURES Area under the curve of the receiver operating characteristic, sensitivity, specificity, positive predictive value, and negative predictive value of the average and quadrant-specific RNFL thicknesses. RESULTS Thirty-three children (64 eyes) met inclusion criteria (median age, 4.8 years; range, 1.8-12.6 years). In children with vision loss (abnormal visual acuity and/or visual field), RNFL thickness was decreased in all quadrants compared with the normal-vision group (P < .001 for all comparisons). Using abnormal criteria of less than 5% and less than 1%, the area under the curve was highest for the average RNFL thickness (0.96 and 0.97, respectively) compared with specific anatomic quadrants. The highest discrimination and predictive values were demonstrated for participants with 2 or more quadrants meeting less than 5% (sensitivity = 93.3; specificity = 97.9; positive predictive value = 93.3; and negative predictive value = 97.9) and less than 1% (sensitivity = 93.3; specificity = 100; positive predictive value = 100; and negative predictive value = 98.0) criteria. CONCLUSIONS AND RELEVANCE Measures of RNFL thickness acquired with HH-OCT during sedation can differentiate between young children with and without vision loss from OPGs. For young children who do not cooperate with vision testing, HH-OCT measures may be a surrogate marker of vision. Longitudinal studies are needed to delineate the temporal relationship between RNFL decline and vision loss."
MYB9D8TI,2016,"Hanemann, C. Oliver; Blakeley, Jaishri O.; Nunes, Fabio P.; Robertson, Kent; Stemmer-Rachamimov, Anat; Mautner, Victor; Kurtz, Andreas; Ferguson, Michael; Widemann, Brigitte C.; Evans, D. Gareth; Ferner, Rosalie; Carroll, Steven L.; Korf, Bruce; Wolkenstein, Pierre; Knight, Pamela; Plotkin, Scott R.; For the REiNS International Collaboration",Current status and recommendations for biomarkers and biobanking in neurofibromatosis,10.1212/WNL.0000000000002932,http://www.neurology.org/lookup/doi/10.1212/WNL.0000000000002932,8/16/2016,C:\Users\cliu\Zotero\storage\L9N3LR37\Hanemann et al. - 2016 - Current status and recommendations for biomarkers .pdf,grants-analysis-data\papers\pdf\10.1212_WNL.0000000000002932.pdf,10.1212_WNL.0000000000002932.pdf,grants-analysis-data\papers\txt\10.1212_WNL.0000000000002932.txt,10.1212_WNL.0000000000002932.txt,"Objective: Clinically validated biomarkers for neurofibromatosis 1 (NF1), neurofibromatosis 2 (NF2), and schwannomatosis (SWN) have not been identified to date. The biomarker working group’s goals are to (1) define biomarker needs in NF1, NF2, and SWN; (2) summarize existing data on biomarkers in NF1, NF2, and SWN; (3) outline recommendations for sample collection and biomarker development; and (4) standardize sample collection and methodology protocols where possible to promote comparison between studies by publishing standard operating procedures (SOPs). Methods: The biomarker group reviewed published data on biomarkers in NF1, NF2, and SWN and on biobanking efforts outside these diseases via literature search, defined the need for biomarkers in NF, and developed recommendations in a series of consensus meetings. Results: We describe existing biomarkers in NF and report consensus recommendations for SOP and a minimal clinical dataset to accompany samples derived from patients with NF1, NF2, and SWN in decentralized biobanks. Conclusions: These recommendations are intended to provide clinicians and researchers with a common set of guidelines to collect and store biospecimens and for establishment of biobanks for NF1, NF2, and SWN. Neurology® 2016;87 (Suppl 1):S40–S48"
